line_name,from_stop_id,to_stop_id,avg_seconds,num_samples
11,U515Z2P,U921Z4P,120,6
11,U921Z4P,U921Z12P,60,6
11,U921Z12P,U469Z2P,120,6
11,U469Z2P,U34Z2P,120,7
11,U34Z2P,U512Z2P,120,6
11,U512Z2P,U837Z2P,60,6
11,U837Z2P,U714Z2P,120,6
11,U714Z2P,U180Z2P,60,6
11,U180Z2P,U266Z2P,60,6
11,U266Z2P,U694Z2P,120,6
11,U694Z1P,U266Z1P,60,6
11,U266Z1P,U180Z1P,60,6
11,U180Z1P,U714Z1P,60,6
11,U714Z1P,U837Z1P,60,6
11,U837Z1P,U512Z1P,60,6
11,U512Z1P,U34Z1P,120,7
11,U697Z1P,U751Z1P,60,6
11,U550Z2P,U183Z2P,60,7
11,U183Z2P,U751Z2P,120,6
11,U751Z2P,U697Z2P,180,6
11,U34Z1P,U469Z1P,60,6
11,U469Z1P,U373Z1P,60,6
11,U373Z1P,U921Z3P,120,6
11,U921Z3P,U515Z1P,120,6
11,U515Z1P,U118Z1P,60,6
11,U118Z1P,U518Z1P,120,7
11,U518Z1P,U540Z1P,60,7
11,U540Z1P,U851Z1P,60,6
11,U851Z1P,U744Z1P,120,6
11,U744Z1P,U476Z1P,120,6
11,U476Z1P,U190Z14P,120,6
11,U190Z14P,U45Z2P,60,6
11,U45Z2P,U560Z2P,120,7
11,U560Z2P,U504Z2P,60,6
11,U504Z2P,U482Z2P,120,6
11,U482Z2P,U152Z2P,120,6
11,U152Z2P,U559Z2P,60,6
11,U559Z2P,U376Z2P,120,6
11,U376Z2P,U550Z2P,60,6
12,U72Z3P,U652Z1P,60,13
12,U652Z1P,U135Z1P,60,13
12,U135Z1P,U144Z1P,60,13
12,U144Z1P,U1053Z1P,60,13
12,U1053Z1P,U499Z1P,60,12
12,U499Z1P,U75Z1P,180,12
12,U75Z1P,U873Z1P,60,12
12,U873Z1P,U1052Z1P,60,12
12,U1052Z1P,U474Z3P,120,13
12,U474Z3P,U464Z1P,60,13
12,U464Z1P,U308Z1P,60,13
12,U308Z1P,U12Z1P,60,12
12,U12Z1P,U529Z5P,120,12
12,U529Z5P,U529Z1P,120,12
12,U529Z1P,U655Z1P,120,13
12,U655Z1P,U816Z1P,60,13
12,U816Z1P,U758Z1P,60,13
12,U758Z1P,U854Z1P,60,13
12,U854Z1P,U689Z1P,120,12
12,U689Z1P,U952Z2P,120,6
12,U952Z2P,U983Z2P,60,6
12,U983Z2P,U100Z4P,120,6
12,U100Z4P,U717Z2P,60,6
12,U717Z2P,U439Z1P,120,7
12,U439Z1P,U68Z1P,120,6
12,U68Z1P,U360Z1P,180,12
12,U360Z1P,U361Z1P,120,12
12,U361Z1P,U138Z1P,60,12
12,U138Z1P,U809Z1P,120,14
12,U1053Z2P,U144Z2P,120,19
12,U144Z2P,U135Z2P,60,20
12,U135Z2P,U652Z2P,60,18
12,U652Z2P,U72Z2P,120,18
12,U12Z2P,U308Z2P,120,19
12,U308Z2P,U464Z2P,60,21
12,U464Z2P,U474Z8P,60,20
12,U474Z8P,U1052Z2P,120,18
12,U1052Z2P,U873Z2P,60,18
12,U873Z2P,U75Z2P,120,18
12,U75Z2P,U499Z2P,60,18
12,U499Z2P,U1053Z2P,60,18
12,U68Z2P,U717Z4P,240,7
12,U717Z4P,U100Z3P,120,6
12,U100Z3P,U983Z1P,60,6
12,U983Z1P,U952Z1P,60,6
12,U952Z1P,U689Z2P,120,6
12,U689Z2P,U854Z2P,60,18
12,U854Z2P,U758Z2P,60,19
12,U758Z2P,U816Z2P,60,21
12,U816Z2P,U655Z2P,120,20
12,U655Z2P,U529Z2P,180,18
12,U529Z2P,U12Z2P,120,18
12,U809Z2P,U138Z2P,120,21
12,U138Z2P,U361Z2P,60,18
12,U361Z2P,U360Z2P,240,18
12,U360Z2P,U68Z2P,120,12
12,U914Z1P,U337Z1P,120,21
12,U337Z1P,U458Z1P,120,21
12,U458Z1P,U553Z1P,60,18
12,U553Z1P,U1040Z5P,60,18
12,U1040Z5P,U1040Z3P,120,18
12,U1040Z3P,U4Z1P,60,18
12,U4Z1P,U481Z1P,60,18
12,U481Z1P,U809Z2P,60,18
12,U1019Z1P,U1030Z1P,60,21
12,U1030Z1P,U1050Z3P,60,18
12,U1050Z3P,U1049Z3P,60,18
12,U1049Z3P,U49Z5P,60,18
12,U49Z5P,U147Z5P,180,18
12,U147Z5P,U914Z1P,60,18
12,U458Z2P,U337Z2P,120,14
12,U337Z2P,U914Z2P,120,12
12,U914Z2P,U147Z6P,120,12
12,U147Z6P,U49Z4P,120,12
12,U49Z4P,U1049Z4P,60,12
12,U1049Z4P,U1050Z4P,60,12
12,U1050Z4P,U1030Z2P,60,14
12,U1030Z2P,U1019Z2P,60,12
12,U809Z1P,U481Z2P,60,12
12,U481Z2P,U4Z2P,60,12
12,U4Z2P,U1040Z4P,180,12
12,U1040Z4P,U1040Z6P,60,12
12,U1040Z6P,U553Z2P,60,12
12,U553Z2P,U458Z2P,120,12
12,U689Z1P,U32Z1P,120,6
12,U32Z1P,U480Z2P,120,6
12,U480Z2P,U87Z2P,60,7
12,U87Z2P,U68Z1P,180,7
12,U68Z2P,U87Z1P,180,14
12,U87Z1P,U480Z1P,120,12
12,U480Z1P,U32Z2P,120,12
12,U32Z2P,U689Z2P,120,12
12,U360Z2P,U360Z4P,60,6
12,U360Z4P,U68Z2P,60,6
13,U515Z1P,U118Z1P,60,8
13,U118Z1P,U616Z1P,60,8
13,U616Z1P,U209Z1P,60,8
13,U209Z1P,U850Z1P,120,7
13,U850Z1P,U191Z1P,60,8
13,U191Z1P,U400Z5P,60,8
13,U191Z2P,U850Z2P,60,8
13,U850Z2P,U209Z2P,120,8
13,U209Z2P,U616Z2P,120,8
13,U616Z2P,U118Z2P,60,7
13,U118Z2P,U515Z14P,120,8
15,U1019Z1P,U1030Z1P,60,12
15,U1030Z1P,U1050Z3P,60,12
15,U1050Z3P,U1049Z3P,60,12
15,U1049Z3P,U49Z5P,60,12
15,U49Z5P,U147Z5P,180,14
15,U147Z5P,U914Z1P,60,14
15,U914Z1P,U337Z1P,120,12
15,U337Z1P,U458Z1P,120,12
15,U458Z1P,U553Z1P,60,12
15,U553Z1P,U1040Z5P,60,12
15,U1040Z5P,U1040Z3P,120,12
15,U1040Z3P,U4Z1P,60,14
15,U4Z1P,U481Z1P,60,14
15,U481Z1P,U809Z2P,60,12
15,U809Z2P,U138Z2P,120,12
15,U138Z2P,U361Z2P,60,12
15,U361Z2P,U360Z2P,240,12
15,U360Z2P,U68Z2P,120,7
15,U68Z2P,U87Z1P,180,12
15,U87Z1P,U480Z1P,120,12
15,U480Z1P,U480Z3P,60,12
15,U480Z3P,U142Z2P,180,14
15,U142Z2P,U172Z2P,120,14
15,U172Z2P,U339Z2P,120,12
15,U339Z2P,U516Z2P,180,12
15,U516Z2P,U118Z2P,240,14
15,U68Z1P,U360Z1P,180,8
15,U360Z1P,U361Z1P,120,7
15,U361Z1P,U138Z1P,60,7
15,U138Z1P,U809Z1P,120,7
15,U809Z1P,U481Z2P,60,7
15,U481Z2P,U4Z2P,60,7
15,U4Z2P,U1040Z4P,180,7
15,U1040Z4P,U1040Z6P,60,7
15,U1040Z6P,U553Z2P,60,7
15,U553Z2P,U458Z2P,120,7
15,U458Z2P,U337Z2P,120,7
15,U337Z2P,U914Z2P,120,9
15,U914Z2P,U147Z6P,120,9
15,U147Z6P,U49Z4P,120,8
15,U49Z4P,U1049Z4P,60,8
15,U1049Z4P,U1050Z4P,60,8
15,U1050Z4P,U1030Z2P,60,8
15,U1030Z2P,U1019Z2P,60,8
15,U172Z1P,U142Z1P,240,9
15,U142Z1P,U480Z4P,120,7
15,U480Z4P,U480Z2P,120,7
15,U480Z2P,U87Z2P,60,7
15,U87Z2P,U68Z1P,180,7
15,U515Z1P,U118Z1P,60,10
15,U118Z1P,U516Z1P,180,10
15,U516Z1P,U339Z1P,120,8
15,U339Z1P,U172Z1P,120,8
15,U118Z2P,U515Z4P,120,12
15,U4Z2P,U1040Z2P,180,1
15,U360Z2P,U360Z4P,60,7
15,U360Z4P,U68Z2P,60,7
16,U900Z2P,U827Z4P,60,7
16,U827Z4P,U70Z2P,60,6
16,U70Z2P,U1071Z8P,180,6
16,U1071Z8P,U1071Z12P,60,6
16,U1071Z12P,U358Z2P,60,6
16,U358Z2P,U404Z2P,60,6
16,U404Z2P,U807Z4P,120,6
16,U807Z3P,U404Z1P,60,6
16,U404Z1P,U358Z1P,60,6
16,U358Z1P,U1071Z9P,120,6
16,U1071Z9P,U1071Z11P,60,6
16,U1071Z11P,U70Z1P,60,6
16,U70Z1P,U827Z3P,60,6
16,U827Z3P,U900Z1P,60,6
16,U900Z1P,U690Z1P,120,7
16,U690Z1P,U1108Z1P,60,6
16,U1108Z1P,U299Z1P,60,6
16,U299Z1P,U849Z1P,60,6
16,U849Z1P,U921Z1P,60,6
16,U921Z1P,U921Z3P,60,6
16,U921Z3P,U515Z1P,120,6
16,U515Z1P,U118Z1P,60,6
16,U118Z1P,U518Z1P,120,7
16,U518Z1P,U540Z1P,60,6
16,U540Z1P,U851Z1P,60,6
16,U851Z1P,U744Z1P,120,6
16,U744Z1P,U476Z1P,120,6
16,U476Z1P,U190Z1P,120,6
16,U190Z1P,U739Z1P,180,7
16,U237Z3P,U237Z4P,120,6
16,U237Z4P,U237Z6P,60,6
16,U237Z6P,U901Z2P,180,6
16,U901Z2P,U1040Z2P,120,6
16,U1040Z2P,U25Z2P,120,7
16,U25Z2P,U805Z2P,60,6
16,U805Z2P,U254Z2P,60,6
16,U254Z2P,U240Z2P,120,6
16,U240Z2P,U289Z2P,60,6
16,U289Z2P,U580Z2P,60,6
16,U580Z2P,U567Z2P,60,6
16,U567Z2P,U865Z2P,120,6
16,U865Z2P,U394Z2P,60,6
16,U394Z2P,U395Z2P,60,6
16,U395Z2P,U113Z2P,60,6
16,U113Z2P,U236Z2P,120,6
16,U236Z2P,U47Z2P,60,6
16,U47Z2P,U612Z2P,120,6
16,U612Z1P,U47Z1P,60,6
16,U47Z1P,U236Z1P,60,6
16,U236Z1P,U113Z1P,60,6
16,U113Z1P,U395Z1P,60,6
16,U395Z1P,U394Z1P,120,6
16,U394Z1P,U865Z1P,60,6
16,U865Z1P,U567Z1P,60,7
16,U567Z1P,U580Z1P,60,7
16,U580Z1P,U289Z1P,120,6
16,U289Z1P,U240Z1P,60,6
16,U240Z1P,U254Z1P,60,6
16,U254Z1P,U805Z1P,60,6
16,U805Z1P,U25Z1P,120,6
16,U25Z1P,U1040Z1P,180,7
16,U1040Z1P,U901Z1P,60,6
16,U901Z1P,U237Z5P,120,6
16,U237Z5P,U237Z1P,120,6
16,U237Z1P,U739Z2P,120,6
16,U739Z2P,U190Z2P,120,7
16,U190Z2P,U476Z2P,120,7
16,U118Z2P,U515Z2P,60,7
16,U515Z2P,U921Z4P,120,6
16,U921Z4P,U921Z2P,60,6
16,U921Z2P,U849Z2P,60,6
16,U849Z2P,U299Z2P,60,6
16,U299Z2P,U1108Z2P,60,6
16,U1108Z2P,U690Z2P,120,6
16,U690Z2P,U900Z2P,60,6
16,U476Z2P,U744Z2P,180,6
16,U744Z2P,U851Z2P,60,6
16,U851Z2P,U540Z2P,60,6
16,U540Z2P,U518Z2P,60,6
16,U518Z2P,U118Z2P,120,6
17,U19Z2P,U76Z2P,60,15
17,U76Z2P,U388Z2P,60,15
17,U388Z2P,U1006Z2P,60,14
17,U1006Z2P,U929Z2P,60,14
17,U929Z2P,U948Z2P,60,14
17,U948Z2P,U947Z2P,60,14
17,U947Z2P,U946Z2P,60,15
17,U946Z2P,U2708Z2P,120,6
17,U2708Z2P,U509Z4P,60,6
17,U509Z4P,U659Z4P,60,6
17,U659Z4P,U533Z4P,120,7
17,U533Z3P,U659Z3P,60,7
17,U509Z3P,U2708Z1P,60,6
17,U2708Z1P,U945Z1P,120,6
17,U946Z1P,U947Z1P,60,14
17,U947Z1P,U948Z1P,60,14
17,U948Z1P,U929Z1P,60,13
17,U929Z1P,U1006Z1P,60,13
17,U1006Z1P,U388Z1P,120,14
17,U388Z1P,U76Z1P,60,14
17,U76Z1P,U19Z1P,60,13
17,U19Z1P,U71Z1P,60,13
17,U71Z1P,U449Z1P,120,14
17,U449Z1P,U387Z1P,60,14
17,U387Z1P,U614Z1P,60,13
17,U614Z1P,U110Z1P,120,13
17,U110Z1P,U303Z1P,120,14
17,U303Z1P,U583Z1P,120,13
17,U583Z1P,U878Z1P,120,14
17,U878Z1P,U237Z7P,60,14
17,U237Z7P,U208Z1P,120,12
17,U208Z1P,U483Z5P,120,13
17,U483Z5P,U221Z2P,60,13
17,U221Z2P,U703Z2P,120,12
17,U703Z2P,U593Z2P,120,13
17,U593Z2P,U68Z2P,60,13
17,U68Z2P,U717Z4P,240,13
17,U717Z4P,U841Z2P,60,13
17,U303Z2P,U110Z2P,120,16
17,U110Z2P,U614Z2P,120,15
17,U614Z2P,U387Z2P,60,15
17,U387Z2P,U449Z2P,120,16
17,U449Z2P,U71Z2P,60,14
17,U71Z2P,U19Z2P,120,14
17,U221Z1P,U483Z6P,180,15
17,U483Z6P,U208Z2P,60,14
17,U208Z2P,U237Z8P,120,14
17,U237Z8P,U878Z2P,60,16
17,U878Z2P,U583Z2P,180,16
17,U583Z2P,U303Z2P,60,15
17,U841Z2P,U532Z2P,120,12
17,U532Z2P,U115Z2P,120,13
17,U115Z2P,U765Z2P,120,13
17,U765Z2P,U447Z2P,120,12
17,U447Z2P,U139Z2P,60,13
17,U139Z2P,U249Z2P,120,13
17,U249Z2P,U675Z2P,60,12
17,U841Z1P,U717Z5P,120,15
17,U717Z5P,U439Z1P,60,15
17,U439Z1P,U68Z1P,120,14
17,U68Z1P,U593Z1P,120,15
17,U593Z1P,U703Z1P,120,15
17,U703Z1P,U221Z1P,60,14
17,U139Z1P,U447Z1P,180,15
17,U447Z1P,U765Z1P,60,14
17,U765Z1P,U115Z1P,120,15
17,U115Z1P,U532Z1P,120,15
17,U532Z1P,U841Z1P,60,14
17,U718Z1P,U675Z1P,60,14
17,U249Z1P,U139Z1P,120,14
17,U864Z5P,U333Z1P,60,9
17,U333Z1P,U718Z1P,60,9
17,U675Z2P,U718Z2P,120,8
17,U718Z2P,U333Z2P,60,8
17,U333Z2P,U864Z2P,120,7
18,U126Z2P,U906Z3P,60,18
18,U906Z3P,U350Z1P,60,18
18,U350Z1P,U321Z3P,60,18
18,U321Z3P,U163Z1P,180,20
18,U163Z1P,U187Z1P,120,20
18,U187Z1P,U360Z1P,180,18
18,U360Z1P,U703Z1P,120,18
18,U703Z1P,U221Z1P,60,18
18,U221Z1P,U483Z1P,180,14
18,U483Z1P,U539Z1P,120,13
18,U539Z1P,U237Z2P,120,12
18,U237Z2P,U237Z4P,60,12
18,U237Z4P,U42Z2P,120,12
18,U42Z2P,U876Z2P,60,12
18,U876Z2P,U522Z2P,120,14
18,U522Z2P,U724Z2P,60,20
18,U724Z2P,U83Z2P,120,19
18,U83Z2P,U482Z2P,120,18
18,U482Z2P,U503Z2P,60,18
18,U503Z2P,U530Z2P,60,18
18,U530Z2P,U597Z2P,120,19
18,U597Z2P,U2784Z2P,60,20
18,U2784Z2P,U433Z2P,60,20
18,U433Z2P,U866Z2P,180,19
18,U866Z1P,U433Z1P,60,16
18,U433Z1P,U2784Z1P,60,17
18,U2784Z1P,U597Z1P,60,16
18,U187Z2P,U163Z2P,180,16
18,U163Z2P,U321Z4P,120,15
18,U321Z4P,U350Z2P,120,14
18,U350Z2P,U906Z4P,60,14
18,U906Z4P,U126Z3P,120,14
18,U483Z2P,U221Z2P,120,9
18,U221Z2P,U703Z2P,120,14
18,U703Z2P,U360Z2P,180,13
18,U360Z2P,U187Z2P,120,13
18,U597Z1P,U530Z1P,60,14
18,U530Z1P,U503Z1P,60,14
18,U503Z1P,U482Z1P,120,14
18,U482Z1P,U83Z1P,120,14
18,U83Z1P,U724Z1P,120,15
18,U724Z1P,U522Z1P,60,16
18,U522Z1P,U876Z1P,60,15
18,U876Z1P,U42Z1P,60,8
18,U42Z1P,U237Z1P,120,8
18,U237Z1P,U237Z13P,60,8
18,U237Z13P,U539Z2P,180,8
18,U539Z2P,U483Z2P,60,8
18,U221Z1P,U483Z6P,180,7
18,U483Z6P,U208Z2P,60,6
18,U208Z2P,U237Z8P,120,6
18,U237Z8P,U878Z2P,60,6
18,U878Z2P,U876Z4P,120,6
18,U876Z4P,U522Z2P,60,6
18,U483Z5P,U221Z2P,60,7
18,U876Z1P,U878Z1P,120,6
18,U878Z1P,U237Z7P,60,6
18,U237Z7P,U208Z1P,120,6
18,U208Z1P,U483Z5P,120,6
19,U1071Z9P,U1071Z11P,60,7
19,U1071Z11P,U70Z1P,60,7
19,U70Z1P,U827Z3P,60,6
19,U827Z3P,U900Z1P,60,6
19,U900Z1P,U690Z1P,120,6
19,U690Z1P,U848Z1P,60,6
19,U848Z1P,U713Z1P,120,6
19,U713Z1P,U605Z1P,60,6
19,U605Z1P,U473Z1P,60,7
19,U473Z1P,U680Z1P,120,7
19,U680Z1P,U269Z1P,60,6
19,U269Z1P,U508Z1P,180,6
19,U508Z1P,U463Z1P,60,6
19,U463Z1P,U482Z5P,120,6
19,U482Z5P,U482Z2P,60,7
19,U482Z2P,U503Z2P,60,7
19,U503Z2P,U530Z2P,60,6
19,U530Z2P,U597Z2P,120,6
19,U597Z2P,U2784Z2P,60,6
19,U2784Z2P,U385Z12P,120,6
19,U385Z11P,U2784Z1P,60,6
19,U2784Z1P,U597Z1P,60,6
19,U597Z1P,U530Z1P,60,6
19,U530Z1P,U503Z1P,60,6
19,U503Z1P,U482Z9P,120,7
19,U482Z9P,U463Z2P,120,6
19,U463Z2P,U508Z2P,120,6
19,U508Z2P,U269Z2P,60,6
19,U269Z2P,U680Z2P,60,6
19,U680Z2P,U473Z2P,120,6
19,U473Z2P,U605Z2P,120,7
19,U827Z4P,U70Z2P,60,7
19,U70Z2P,U1071Z10P,180,7
19,U605Z2P,U713Z2P,120,6
19,U713Z2P,U848Z2P,60,6
19,U848Z2P,U1108Z2P,60,6
19,U1108Z2P,U690Z2P,120,6
19,U690Z2P,U900Z2P,60,6
19,U900Z2P,U827Z4P,60,6
20,U462Z2P,U283Z2P,60,7
20,U283Z2P,U868Z2P,120,7
20,U868Z2P,U85Z2P,120,6
20,U85Z2P,U1046Z2P,60,6
20,U1046Z2P,U661Z2P,60,6
20,U661Z2P,U61Z2P,60,6
20,U61Z2P,U554Z2P,180,6
20,U554Z1P,U61Z1P,60,6
20,U661Z1P,U1046Z1P,60,6
20,U1046Z1P,U85Z1P,120,6
20,U85Z1P,U868Z1P,60,6
20,U868Z1P,U283Z1P,60,6
20,U283Z1P,U462Z1P,120,7
20,U462Z1P,U73Z1P,60,6
20,U73Z1P,U943Z1P,60,6
20,U943Z1P,U157Z1P,60,6
20,U157Z1P,U40Z1P,60,6
20,U40Z1P,U130Z1P,60,6
20,U130Z1P,U757Z1P,120,6
20,U757Z1P,U321Z1P,120,7
20,U321Z1P,U321Z3P,60,7
20,U321Z3P,U163Z1P,180,6
20,U163Z1P,U187Z1P,120,6
20,U187Z1P,U360Z1P,180,6
20,U360Z1P,U361Z1P,120,7
20,U361Z1P,U138Z1P,60,6
20,U138Z1P,U809Z1P,120,6
20,U809Z1P,U481Z2P,60,6
20,U481Z2P,U4Z2P,60,6
20,U4Z2P,U1040Z4P,180,6
20,U1040Z4P,U1040Z6P,60,7
20,U1040Z6P,U553Z2P,60,7
20,U321Z4P,U321Z2P,180,7
20,U321Z2P,U757Z2P,60,6
20,U757Z2P,U130Z2P,60,6
20,U130Z2P,U40Z2P,60,6
20,U40Z2P,U157Z2P,60,6
20,U157Z2P,U943Z2P,60,6
20,U943Z2P,U73Z2P,60,6
20,U73Z2P,U462Z2P,60,6
20,U361Z2P,U360Z2P,240,7
20,U360Z2P,U187Z2P,120,6
20,U187Z2P,U163Z2P,180,6
20,U163Z2P,U321Z4P,120,6
20,U387Z1P,U614Z1P,60,7
20,U614Z1P,U110Z1P,120,7
20,U110Z1P,U337Z13P,180,6
20,U337Z13P,U337Z1P,60,6
20,U337Z1P,U458Z1P,120,6
20,U458Z1P,U553Z1P,60,6
20,U553Z1P,U1040Z5P,60,7
20,U1040Z5P,U1040Z3P,120,7
20,U1040Z3P,U4Z1P,60,6
20,U4Z1P,U481Z1P,60,6
20,U481Z1P,U809Z2P,60,6
20,U809Z2P,U138Z2P,120,6
20,U138Z2P,U361Z2P,60,6
20,U948Z1P,U929Z1P,60,7
20,U929Z1P,U1006Z1P,60,7
20,U1006Z1P,U388Z1P,120,6
20,U388Z1P,U76Z1P,60,6
20,U76Z1P,U19Z1P,60,6
20,U19Z1P,U71Z1P,60,6
20,U71Z1P,U449Z1P,120,6
20,U449Z1P,U387Z1P,60,6
20,U946Z1P,U947Z1P,60,6
20,U947Z1P,U948Z1P,60,6
20,U1006Z2P,U929Z2P,60,7
20,U929Z2P,U948Z2P,60,6
20,U948Z2P,U947Z2P,60,6
20,U947Z2P,U946Z2P,60,6
20,U110Z2P,U614Z2P,120,7
20,U614Z2P,U387Z2P,60,6
20,U387Z2P,U449Z2P,120,6
20,U449Z2P,U71Z2P,60,6
20,U71Z2P,U19Z2P,120,6
20,U19Z2P,U76Z2P,60,6
20,U76Z2P,U388Z2P,60,6
20,U388Z2P,U1006Z2P,60,6
20,U553Z2P,U458Z2P,120,6
20,U458Z2P,U337Z2P,120,6
20,U337Z2P,U337Z12P,60,6
20,U337Z12P,U110Z2P,180,6
21,U2711Z1P,U2702Z1P,60,6
21,U2702Z1P,U2701Z1P,60,8
21,U2701Z1P,U1019Z1P,120,8
21,U1019Z1P,U1030Z1P,60,7
21,U1030Z1P,U1050Z3P,60,7
21,U1050Z3P,U1049Z3P,60,7
21,U1049Z3P,U49Z5P,60,7
21,U49Z5P,U147Z5P,180,7
21,U147Z5P,U914Z1P,60,9
21,U914Z1P,U337Z12P,60,9
21,U337Z12P,U303Z1P,180,8
21,U303Z1P,U583Z1P,120,8
21,U583Z1P,U878Z1P,120,8
21,U878Z1P,U237Z7P,60,8
21,U237Z7P,U237Z5P,60,10
21,U237Z5P,U237Z1P,120,10
21,U237Z1P,U739Z2P,120,9
21,U739Z2P,U190Z2P,120,9
21,U190Z2P,U476Z2P,120,9
21,U476Z2P,U354Z2P,120,10
21,U354Z2P,U301Z2P,60,10
21,U301Z2P,U627Z2P,60,9
21,U627Z2P,U391Z2P,120,9
21,U391Z2P,U67Z2P,60,9
21,U67Z2P,U269Z2P,60,9
21,U269Z2P,U680Z2P,60,9
21,U680Z2P,U473Z2P,120,9
21,U337Z13P,U914Z2P,120,8
21,U914Z2P,U147Z6P,120,6
21,U147Z6P,U49Z4P,120,6
21,U49Z4P,U1049Z4P,60,6
21,U1049Z4P,U1050Z4P,60,6
21,U1050Z4P,U1030Z2P,60,6
21,U1030Z2P,U1019Z2P,60,6
21,U1019Z2P,U2701Z2P,60,6
21,U2701Z2P,U2702Z2P,60,7
21,U2702Z2P,U2711Z2P,180,6
21,U237Z4P,U237Z6P,60,9
21,U237Z6P,U237Z8P,120,9
21,U237Z8P,U878Z2P,60,7
21,U878Z2P,U583Z2P,180,7
21,U583Z2P,U303Z2P,60,7
21,U303Z2P,U337Z13P,120,7
21,U301Z1P,U354Z1P,60,10
21,U354Z1P,U476Z1P,120,10
21,U476Z1P,U190Z1P,120,8
21,U190Z1P,U739Z1P,180,8
21,U237Z3P,U237Z4P,120,8
21,U473Z3P,U680Z1P,60,9
21,U680Z1P,U269Z1P,60,9
21,U269Z1P,U67Z7P,120,9
21,U67Z7P,U391Z1P,120,9
21,U391Z1P,U627Z1P,60,9
21,U627Z1P,U301Z1P,60,9
22,U190Z2P,U476Z2P,120,24
22,U476Z2P,U354Z2P,120,24
22,U354Z2P,U301Z2P,60,23
22,U301Z2P,U627Z2P,60,24
22,U627Z2P,U391Z2P,120,24
22,U391Z2P,U67Z2P,60,22
22,U67Z2P,U269Z2P,60,22
22,U269Z2P,U680Z2P,60,24
22,U680Z2P,U473Z2P,120,25
22,U473Z2P,U605Z2P,120,24
22,U605Z2P,U599Z2P,60,23
22,U599Z2P,U459Z2P,60,23
22,U459Z2P,U618Z2P,120,22
22,U618Z2P,U584Z2P,60,22
22,U584Z2P,U2781Z2P,60,22
22,U2781Z2P,U889Z2P,60,23
22,U889Z2P,U670Z2P,60,15
22,U670Z2P,U596Z2P,60,15
22,U596Z2P,U403Z2P,60,14
22,U403Z2P,U472Z2P,120,15
22,U472Z2P,U453Z4P,120,14
22,U453Z3P,U472Z1P,60,20
22,U472Z1P,U403Z1P,60,19
22,U403Z1P,U596Z1P,60,19
22,U596Z1P,U670Z1P,60,19
22,U670Z1P,U889Z1P,120,19
22,U889Z1P,U2781Z1P,60,30
22,U2781Z1P,U584Z1P,60,31
22,U584Z1P,U618Z1P,60,31
22,U618Z1P,U459Z1P,60,32
22,U459Z1P,U599Z1P,60,32
22,U163Z1P,U187Z1P,120,17
22,U187Z1P,U360Z1P,180,17
22,U360Z1P,U361Z1P,120,17
22,U361Z1P,U138Z1P,60,17
22,U138Z1P,U809Z1P,120,16
22,U809Z1P,U483Z1P,180,17
22,U483Z1P,U539Z1P,120,16
22,U539Z1P,U237Z2P,120,17
22,U237Z2P,U739Z2P,120,17
22,U739Z2P,U190Z2P,120,22
22,U636Z1P,U994Z1P,60,23
22,U994Z1P,U778Z1P,60,23
22,U778Z1P,U103Z1P,60,22
22,U103Z1P,U366Z1P,60,23
22,U366Z1P,U362Z1P,120,24
22,U362Z1P,U531Z1P,120,23
22,U531Z1P,U46Z1P,60,21
22,U46Z1P,U592Z1P,120,16
22,U592Z1P,U163Z1P,180,16
22,U531Z2P,U362Z2P,120,30
22,U362Z2P,U366Z2P,120,31
22,U366Z2P,U103Z2P,60,30
22,U103Z2P,U778Z2P,60,30
22,U778Z2P,U994Z2P,60,30
22,U994Z2P,U636Z2P,60,31
22,U636Z2P,U872Z2P,60,30
22,U539Z2P,U483Z2P,60,26
22,U483Z2P,U809Z4P,120,26
22,U809Z4P,U138Z2P,120,24
22,U138Z2P,U361Z2P,60,26
22,U361Z2P,U360Z2P,240,26
22,U360Z2P,U187Z2P,120,13
22,U187Z2P,U163Z2P,180,12
22,U163Z2P,U592Z2P,120,12
22,U592Z2P,U46Z2P,180,11
22,U46Z2P,U531Z2P,60,29
22,U190Z1P,U739Z1P,180,33
22,U237Z3P,U237Z13P,60,26
22,U237Z13P,U539Z2P,180,24
22,U872Z2P,U610Z2P,60,18
22,U610Z2P,U364Z2P,60,18
22,U364Z2P,U31Z2P,180,18
22,U31Z1P,U364Z1P,60,16
22,U364Z1P,U610Z1P,60,15
22,U610Z1P,U872Z1P,120,15
22,U67Z7P,U391Z1P,120,33
22,U391Z1P,U627Z1P,60,32
22,U627Z1P,U301Z1P,60,30
22,U301Z1P,U354Z1P,60,30
22,U354Z1P,U476Z1P,120,32
22,U476Z1P,U190Z1P,120,32
22,U599Z1P,U605Z1P,60,30
22,U605Z1P,U473Z1P,60,30
22,U473Z1P,U680Z1P,120,32
22,U680Z1P,U269Z1P,60,32
22,U269Z1P,U67Z7P,120,31
22,U163Z2P,U321Z4P,120,1
22,U321Z4P,U321Z2P,180,1
22,U321Z2P,U757Z2P,60,1
22,U757Z2P,U130Z2P,60,1
22,U605Z2P,U713Z2P,120,1
22,U713Z2P,U848Z2P,60,1
22,U848Z2P,U1108Z2P,60,1
22,U1108Z2P,U690Z2P,120,1
22,U690Z2P,U900Z2P,60,1
22,U598Z2P,U46Z2P,120,20
22,U360Z2P,U20Z2P,240,19
22,U20Z2P,U598Z2P,60,18
22,U46Z1P,U598Z1P,60,6
