gtfs_stop_id,name,transit_type,lines,lat,lon
U1000S1,Letňany,metro,C,50.124155,14.516175
U1000Z1,Letňany,bus,"321,351,377",50.125965,14.516783
U1000Z10,Letňany,bus,"302,376,378",50.125565,14.515750
U1000Z10P,Letňany,bus,"159,185,201,209",50.125565,14.515750
U1000Z11,Letňany,bus,"321,351,377",50.125851,14.515283
U1000Z12P,Letňany,bus,"110,136,201",50.125648,14.516767
U1000Z15,Letňany,bus,413,50.125729,14.515668
U1000Z1P,Letňany,bus,"158,195",50.125965,14.516783
U1000Z2,Letňany,bus,"302,375,376,378",50.124516,14.516399
U1000Z2P,Letňany,bus,"159,185,209",50.124516,14.516399
U1000Z3P,Letňany,bus,"110,136,195,201",50.125614,14.516517
U1000Z4,Letňany,bus,"321,351,377",50.125271,14.516498
U1000Z4P,Letňany,bus,158,50.125271,14.516498
U1000Z5,Letňany,bus,375,50.125149,14.515183
U1000Z6,Letňany,bus,"302,376,378,413",50.125584,14.516133
U1000Z6P,Letňany,bus,"159,185,209",50.125584,14.516133
U1001Z1P,Na Křečku,bus,"154,175,183",50.043968,14.567000
U1001Z2P,Na Křečku,bus,"154,175,183",50.044399,14.567218
U1002Z1P,Pod Lahovskou,bus,245,49.991455,14.365620
U1004Z1,Nad Dvorem,bus,383,50.009632,14.633468
U1004Z1P,Nad Dvorem,bus,"227,906",50.009632,14.633468
U1004Z2,Nad Dvorem,bus,383,50.009819,14.632701
U1004Z2P,Nad Dvorem,bus,"227,906",50.009819,14.632701
U1006Z1P,Čechova čtvrť,tram,"17,20,3,92",50.002239,14.409697
U1006Z2P,Čechova čtvrť,tram,"17,20,3,92",50.002201,14.410583
U1006Z51P,Čechova čtvrť,bus,117,50.002323,14.409771
U1006Z52P,Čechova čtvrť,bus,117,50.002079,14.410659
U1007S1,Luka,metro,B,50.045671,14.321366
U1007Z1P,Luka,bus,"174,219,225,902,904",50.045502,14.321067
U1007Z2P,Luka,bus,"174,219,225,902,904",50.045235,14.321433
U1007Z71,Luka,bus,"301,352",50.045502,14.321067
U1007Z72,Luka,bus,301,50.045235,14.321433
U1007Z73,Luka,bus,352,50.045235,14.321433
U1008Z1P,Klášterecká,bus,202,50.145962,14.455812
U1008Z2P,Klášterecká,bus,202,50.146065,14.455901
U1009Z1P,Jirčanská,bus,"154,197,904",50.005962,14.459352
U1009Z2P,Jirčanská,bus,"154,197,904",50.005997,14.458709
U100S1,Vltavská,metro,C,50.100229,14.438508
U100Z11P,Bubenská,bus,156,50.098103,14.436589
U100Z1P,Vltavská,tram,"1,156,25,34",50.099228,14.438122
U100Z2P,Vltavská,tram,"1,25,34",50.098812,14.438766
U100Z3P,Vltavská,tram,12,50.098469,14.437243
U100Z4P,Vltavská,tram,12,50.099022,14.437513
U100Z5P,Vltavská,bus,"156,905,911",50.098110,14.438810
U100Z6P,Vltavská,bus,"905,911",50.098335,14.438747
U100Z91P,Vltavská,bus,XC,50.098335,14.438747
U100Z93P,Vltavská,bus,XC,50.097950,14.438799
U1010Z1,Hornocholupická,bus,341,49.997467,14.425167
U1010Z2,Hornocholupická,bus,341,49.997482,14.424701
U1011Z1P,Mirovická,bus,"145,162,169,913",50.131435,14.452784
U1011Z2P,Mirovická,bus,"145,162,169,913",50.130333,14.452084
U1012Z1P,Morseova,bus,"154,240",50.035149,14.558836
U1012Z2P,Morseova,bus,"154,240",50.035069,14.558968
U1013Z1P,Janovská,bus,"154,175,183",50.040516,14.566801
U1013Z2P,Janovská,bus,"154,175,183",50.041454,14.567097
U1014Z1P,Obchodní centrum Štěrboholy,bus,"163,204,208,228",50.072243,14.543001
U1014Z2P,Obchodní centrum Štěrboholy,bus,"163,204,208,228",50.072098,14.542482
U1015Z1P,Okořská,bus,145,50.135906,14.431482
U1016Z1P,Sídliště Rohožník,bus,"163,211,250,909",50.072617,14.681551
U1016Z2,Sídliště Rohožník,bus,391,50.072643,14.682067
U1016Z2P,Sídliště Rohožník,bus,"163,211,250,909",50.072643,14.682067
U1017Z1P,Živcová,bus,245,49.990799,14.368361
U1018Z1P,Rektorská,bus,155,50.087551,14.506801
U1018Z2P,Rektorská,bus,155,50.087418,14.506834
U1019Z1P,Sídliště Barrandov,tram,"12,15,21,5,94",50.031467,14.368736
U1019Z2P,Sídliště Barrandov,tram,"12,15,21,5,94",50.031464,14.367784
U1020Z1P,Poliklinika Háje,bus,203,50.033768,14.527301
U1020Z2P,Poliklinika Háje,bus,203,50.033936,14.527651
U1021Z1P,Kazínská,bus,"104,172",50.011665,14.386353
U1022Z1P,Českobrodská,bus,"171,181,916",50.091812,14.532964
U1023Z1P,Zátišská,bus,190,50.016685,14.411151
U1023Z2P,Zátišská,bus,190,50.016750,14.410701
U1024Z1,Za Nadjezdem,bus,329,50.056778,14.548596
U1024Z1P,Za Nadjezdem,bus,"111,908",50.056778,14.548596
U1024Z2,Za Nadjezdem,bus,329,50.056973,14.548600
U1024Z2P,Za Nadjezdem,bus,"111,908",50.056973,14.548600
U1026Z1P,U Kestřánků,bus,245,49.986935,14.356814
U1027Z1,Zadní Jiviny,bus,"347,365",50.077042,14.298637
U1029Z1,Amforová,bus,"301,352",50.041851,14.327284
U1029Z1P,Amforová,bus,"174,219,225,902,904",50.041851,14.327284
U1029Z2,Amforová,bus,"301,352",50.041706,14.327312
U1029Z2P,Amforová,bus,"174,219,225,902,904",50.041706,14.327312
U102Z1,Dostihová,bus,318,50.012527,14.393909
U102Z1P,Dostihová,bus,"129,172,241,244,907",50.012527,14.393909
U102Z2,Dostihová,bus,318,50.012951,14.394329
U102Z2P,Dostihová,bus,"129,172,241,244,907",50.012951,14.394329
U102Z402,Dostihová,bus,XS7,50.012951,14.394329
U1030Z1P,Poliklinika Barrandov,tram,"12,15,21,5,94",50.034050,14.374547
U1030Z2P,Poliklinika Barrandov,tram,"12,15,21,5,94",50.033680,14.373788
U1030Z3,Poliklinika Barrandov,bus,951,50.033211,14.373361
U1030Z3P,Poliklinika Barrandov,bus,"104,120,130,170,X130",50.033211,14.373361
U1030Z4,Poliklinika Barrandov,bus,951,50.033730,14.374548
U1030Z4P,Poliklinika Barrandov,bus,"104,120,130,170,X130",50.033730,14.374548
U1031Z1,Lukavecká,bus,"303,344,353,354",50.116032,14.617320
U1031Z1P,Lukavecká,bus,"141,171,204,912",50.116032,14.617320
U1031Z2,Lukavecká,bus,"303,344,353,354",50.116302,14.617801
U1031Z2P,Lukavecká,bus,"141,171,204,912",50.116302,14.617801
U1032Z1P,Dědinova,bus,"135,197,203,911",50.033749,14.483684
U1032Z2P,Dědinova,bus,"135,197,203,911",50.034069,14.483367
U1033Z1,V Nových domcích,bus,329,50.056435,14.534134
U1033Z1P,V Nových domcích,bus,"111,908",50.056435,14.534134
U1033Z2,V Nových domcích,bus,329,50.056580,14.533700
U1033Z2P,V Nových domcích,bus,"111,908",50.056580,14.533700
U1034Z1P,Za Tratí,bus,110,50.167164,14.519011
U1034Z2P,Za Tratí,bus,110,50.167049,14.519200
U1035Z1P,Platónova,bus,"150,190,910",49.998634,14.416634
U1035Z2P,Platónova,bus,"150,190,910",49.998951,14.416884
U1036Z1P,Petržílova,bus,"150,190,910",49.999119,14.423734
U1036Z2P,Petržílova,bus,"150,190,910",49.998966,14.422700
U1037Z1P,Pavelkova,bus,"150,190,910",50.000000,14.427934
U1037Z2P,Pavelkova,bus,"150,190,910",50.000000,14.426767
U1038Z1,Pod Vsí,bus,"326,327,331,357",50.011269,14.514318
U1038Z1P,Pod Vsí,bus,"154,901",50.011269,14.514318
U1038Z2,Pod Vsí,bus,"326,327,331,357",50.011333,14.514400
U1038Z2P,Pod Vsí,bus,"154,901",50.011333,14.514400
U1039Z1,Zbraslav,bus,318,49.959148,14.382688
U1039Z1P,Zbraslav,bus,"129,242,247,907",49.959148,14.382688
U1039Z2,Zbraslav,bus,318,49.958942,14.382904
U1039Z2P,Zbraslav,bus,"129,242,247,907",49.958942,14.382904
U103Z1P,Drinopol,tram,"22,25,32,97",50.083897,14.370555
U103Z2P,Drinopol,tram,"22,25,32,97",50.083969,14.371602
U1040S1,Anděl,metro,B,50.070015,14.403809
U1040Z11P,Anděl,bus,901,50.071735,14.401952
U1040Z12P,Anděl,bus,167,50.071499,14.402929
U1040Z13P,Anděl,bus,X4,50.070393,14.404423
U1040Z14P,Anděl,bus,167,50.071518,14.402650
U1040Z16P,Na Knížecí,bus,"137,167,231,232,X120",50.069199,14.405263
U1040Z18P,Na Knížecí,bus,167,50.068867,14.404408
U1040Z19P,Na Knížecí,bus,137,50.068737,14.404152
U1040Z1P,Anděl,tram,"10,16,32,4,7,9,904,908,98,99",50.071930,14.403631
U1040Z21P,Na Knížecí,bus,"231,232,X120",50.068611,14.404253
U1040Z27P,Na Knížecí,bus,X4,50.069130,14.404914
U1040Z29P,Na Knížecí,bus,X4,50.068447,14.403498
U1040Z2P,Anděl,tram,"10,16,32,4,7,9,904,908,98,99",50.071953,14.402808
U1040Z3P,Anděl,tram,"12,15,20,5,907,94",50.071712,14.404213
U1040Z4P,Anděl,tram,"12,15,20,5,901,907,94",50.070976,14.404552
U1040Z5P,Na Knížecí,tram,"12,15,20,5,901,907,94",50.068520,14.406499
U1040Z6P,Na Knížecí,tram,"12,15,20,5,901,907,94",50.067467,14.406961
U1041Z13P,Ve Žlíbku,bus,"209,224",50.110401,14.624434
U1041Z14P,Ve Žlíbku,bus,"209,224",50.110386,14.624551
U1041Z1P,Ve Žlíbku,bus,"141,171,224,912",50.111195,14.624385
U1041Z2P,Ve Žlíbku,bus,"141,171,224,912",50.111118,14.624651
U1042Z1P,Vrážská,bus,"244,246,247",49.989750,14.369551
U1042Z2P,Vrážská,bus,"244,246,247",49.990177,14.370464
U1043Z1P,Přístav Radotín,bus,"246,247",49.994385,14.393131
U1043Z2P,Přístav Radotín,bus,"244,246,247",49.994450,14.393847
U1044Z1P,Braunova,tram,"4,X4",50.061909,14.402555
U1044Z2P,Braunova,tram,"4,X4",50.061672,14.401104
U1046Z1P,Vlastina,tram,"191,20,26,910",50.091305,14.317360
U1046Z2P,Vlastina,tram,"191,20,26,910",50.091217,14.316519
U1047Z1,Na Mlýnici,bus,312,50.114216,14.320167
U1047Z1P,Na Mlýnici,bus,"161,907",50.114216,14.320167
U1047Z2,Na Mlýnici,bus,312,50.114132,14.321234
U1047Z2P,Na Mlýnici,bus,"161,907",50.114132,14.321234
U1048Z1P,Nádraží Krč,bus,"117,121,203",50.035484,14.443583
U1048Z2P,Nádraží Krč,bus,"117,121,203",50.034695,14.443894
U1049Z1P,Högerova,bus,"130,170,X130",50.034550,14.380600
U1049Z2P,Högerova,bus,"130,170,X130",50.034199,14.381317
U1049Z3P,K Barrandovu,tram,"12,15,21,5,94",50.035503,14.383605
U1049Z4P,K Barrandovu,tram,"12,15,21,5,94",50.035141,14.382858
U104Z1P,Jiviny,bus,"168,225",50.077778,14.304969
U104Z2P,Jiviny,bus,"168,225",50.077656,14.304366
U104Z4,Jiviny,bus,"347,365",50.076813,14.302446
U1050Z1,Chaplinovo náměstí,bus,951,50.035297,14.377425
U1050Z1P,Chaplinovo náměstí,bus,"120,130,170,X130",50.035297,14.377425
U1050Z2,Chaplinovo náměstí,bus,951,50.035206,14.377058
U1050Z2P,Chaplinovo náměstí,bus,"120,130,170,X130",50.035206,14.377058
U1050Z3P,Chaplinovo náměstí,tram,"12,15,21,5,94",50.034859,14.378180
U1050Z4P,Chaplinovo náměstí,tram,"12,15,21,5,94",50.035149,14.377353
U1051Z1P,Nádraží Kyje,bus,224,50.097363,14.542941
U1051Z2P,Nádraží Kyje,bus,224,50.097485,14.542534
U1052Z1P,Špitálská,tram,"12,92",50.111122,14.504627
U1052Z2P,Špitálská,tram,"12,92",50.110897,14.505411
U1053Z1P,Vozovna Hloubětín,tram,"12,92",50.108097,14.528326
U1053Z2P,Vozovna Hloubětín,tram,"12,92",50.107471,14.528331
U1054Z1P,Pánkova,bus,"227,906",50.018116,14.649434
U1054Z2P,Pánkova,bus,"227,906",50.018299,14.649135
U1055Z1P,Milevská,bus,"134,188,904",50.048615,14.430271
U1056Z1P,Poliklinika Černý Most,bus,"181,186,201",50.107834,14.572384
U1056Z2P,Poliklinika Černý Most,bus,"181,186,201",50.107418,14.572651
U1057Z1P,Kapitána Stránského,bus,"141,171,224,912",50.103325,14.576176
U1057Z2P,Kapitána Stránského,bus,"141,171,224,912",50.103519,14.575750
U1058Z1,Ve Vilkách,bus,363,50.015511,14.539631
U1058Z1P,Ve Vilkách,bus,"122,906",50.015511,14.539631
U1058Z2,Ve Vilkách,bus,363,50.015415,14.540227
U1058Z2P,Ve Vilkách,bus,"122,906",50.015415,14.540227
U1059Z1,Lázeňka,bus,329,50.059216,14.586018
U1059Z1P,Lázeňka,bus,"111,228,240,908",50.059216,14.586018
U1059Z2,Lázeňka,bus,329,50.057552,14.583467
U1059Z2P,Lázeňka,bus,"111,228,240,908",50.057552,14.583467
U105Z1,Druhanická,bus,303,50.072281,14.652829
U105Z1P,Druhanická,bus,"209,908",50.072281,14.652829
U1060Z1P,Tálínská,bus,224,50.100483,14.544631
U1060Z2P,Tálínská,bus,224,50.101330,14.547503
U1061Z1P,Doležalova,bus,"141,171,224,912",50.101917,14.570651
U1061Z2P,Doležalova,bus,"141,171,224,912",50.101780,14.569757
U1062Z1P,Římská,bus,135,50.076973,14.435419
U1062Z2P,Římská,bus,135,50.076561,14.435394
U1063Z1P,Za Slánskou silnicí,bus,"164,214,225",50.071083,14.305934
U1063Z2P,Za Slánskou silnicí,bus,"164,214,225",50.070984,14.306973
U1064Z1P,Olgy Havlové,bus,"133,908,909",50.087353,14.480074
U1064Z2P,Olgy Havlové,bus,"133,908,909",50.087524,14.477654
U1065Z1,Na Hůrce,bus,"347,365,386",50.078007,14.292028
U1065Z2,Na Hůrce,bus,"347,365,386",50.077782,14.292721
U1066Z1,Mokřanská,bus,329,50.063091,14.526849
U1066Z1P,Mokřanská,bus,"101,111,125,908",50.063091,14.526849
U1066Z2,Mokřanská,bus,329,50.063793,14.526602
U1066Z2P,Mokřanská,bus,"101,111,125,908",50.063793,14.526602
U1067Z1P,Slovinská,bus,"101,135",50.070591,14.460072
U1067Z2P,Slovinská,bus,"101,135",50.070969,14.458217
U1068Z1,Plošná,bus,329,50.068317,14.518161
U1068Z1P,Plošná,bus,"101,111,125,908",50.068317,14.518161
U1068Z2,Plošná,bus,329,50.068615,14.516904
U1068Z2P,Plošná,bus,"101,111,125,908",50.068615,14.516904
U1069Z1P,Nádraží Horní Měcholupy,bus,"154,183",50.047832,14.565084
U1069Z2P,Nádraží Horní Měcholupy,bus,"154,183",50.048172,14.564721
U1069Z3P,Nádraží Horní Měcholupy,bus,"204,240",50.049320,14.564962
U1069Z4P,Nádraží Horní Měcholupy,bus,"204,240",50.049316,14.564723
U106S1,Opatov,metro,C,50.027890,14.509190
U106Z1,Opatov,bus,"326,327,328,331,357,363,385,397",50.027439,14.507685
U106Z1P,Opatov,bus,122,50.027439,14.507685
U106Z2P,Opatov,bus,"136,154,177,181,182,213,901,906",50.027660,14.507668
U106Z4,Opatov,bus,"326,327,328,331,357,363,385,397",50.027615,14.508279
U106Z4P,Opatov,bus,122,50.027615,14.508279
U106Z6P,Opatov,bus,"136,154,177,181,182,213,901,906",50.028233,14.508051
U1070Z1P,Generála Janouška,bus,"141,171,224,912",50.102486,14.563951
U1070Z2P,Generála Janouška,bus,"141,171,224,912",50.102783,14.563901
U1071S1,Depo Hostivař,metro,A,50.075093,14.515182
U1071Z10P,Depo Hostivař,tram,19,50.076370,14.516944
U1071Z11P,Depo Hostivař,tram,"16,19,95",50.077682,14.516312
U1071Z12P,Depo Hostivař,tram,"16,95",50.077503,14.518378
U1071Z2,Depo Hostivař,bus,"238,364,366",50.076500,14.516683
U1071Z2P,Depo Hostivař,bus,"163,171,173,208,228,229,909,916",50.076500,14.516683
U1071Z3,Depo Hostivař,bus,238,50.076443,14.516969
U1071Z3P,Depo Hostivař,bus,"163,171,208,228,909,916,X16",50.076443,14.516969
U1071Z4,Depo Hostivař,bus,"364,366",50.076389,14.517226
U1071Z4P,Depo Hostivař,bus,"173,229,X16",50.076389,14.517226
U1071Z6P,Depo Hostivař,bus,"228,903,X16",50.077415,14.517945
U1071Z7P,Depo Hostivař,bus,"228,903,X16",50.077759,14.516369
U1071Z8P,Depo Hostivař,tram,16,50.076252,14.516887
U1071Z9P,Depo Hostivař,tram,"16,19",50.076309,14.516915
U1072S1,Můstek,metro,"A,B",50.083812,14.424189
U1072Z1P,Václavské náměstí,tram,"17,18,22,24,3,39,5,6,9,91,92,94,95,96,98",50.081669,14.425279
U1072Z2P,Václavské náměstí,tram,"17,18,22,24,3,39,5,6,9,91,92,94,95,96,98",50.081963,14.425733
U1073Z1P,Malá Ohrada,bus,"142,219",50.040272,14.339996
U1073Z2P,Malá Ohrada,bus,142,50.040298,14.340303
U1073Z3P,Malá Ohrada,bus,219,50.040352,14.340330
U1074Z1P,Krejcárek,tram,"10,31,7,95",50.095066,14.474965
U1074Z2P,Krejcárek,tram,"10,31,7,95",50.094761,14.474228
U1074Z3P,Krejcárek,bus,"136,913,914",50.095749,14.476725
U1074Z4P,Krejcárek,bus,"136,913,914",50.095695,14.476245
U1075Z1P,Ocelářská,tram,"7,8,94",50.103603,14.487830
U1075Z2P,Ocelářská,tram,"7,8,94",50.103439,14.488770
U1076Z1,Michelangelova,bus,329,50.070072,14.509822
U1076Z1P,Michelangelova,bus,"101,111,125,138,908",50.070072,14.509822
U1076Z2,Michelangelova,bus,329,50.070377,14.509403
U1076Z2P,Michelangelova,bus,"101,111,125,138,908",50.070377,14.509403
U1077Z1P,Nad Markétou,bus,"168,191,910",50.084198,14.347637
U1077Z2P,Nad Markétou,bus,"168,191,910",50.082832,14.346251
U107Z1,Škola Dubeč,bus,329,50.063251,14.591401
U107Z1P,Škola Dubeč,bus,"111,228,240,908",50.063251,14.591401
U107Z2,Škola Dubeč,bus,329,50.062584,14.590551
U107Z2P,Škola Dubeč,bus,"111,228,240,908",50.062584,14.590551
U1081Z1P,U Kundratky,bus,151,50.117821,14.488025
U1081Z2P,U Kundratky,bus,151,50.117817,14.487487
U1084Z1,"Hovorčovice,U Kostela",bus,656,50.179745,14.517621
U1084Z2,"Hovorčovice,U Kostela",bus,351,50.179428,14.517534
U1084Z3,"Hovorčovice,U Kostela",bus,351,50.179539,14.517693
U1085Z1,Nádraží Řeporyje,bus,"301,352",50.031776,14.309179
U1085Z1P,Nádraží Řeporyje,bus,"130,246",50.031776,14.309179
U1085Z2,Nádraží Řeporyje,bus,"301,352",50.031639,14.309340
U1085Z2P,Nádraží Řeporyje,bus,"130,246",50.031639,14.309340
U1086Z1,Ořech,bus,"301,352",50.021366,14.296917
U1086Z2,Ořech,bus,"301,352",50.021683,14.296933
U1087Z1P,Jitřní,bus,106,50.024021,14.413070
U1087Z2P,Jitřní,bus,106,50.024509,14.413170
U1089Z1,Ořešská,bus,"301,352",50.030449,14.305050
U1089Z1P,Ořešská,bus,"130,246",50.030449,14.305050
U1089Z2,Ořešská,bus,"301,352",50.030384,14.304867
U1089Z2P,Ořešská,bus,"130,246",50.030384,14.304867
U108Z1,Dubeček,bus,329,50.056274,14.580587
U108Z1P,Dubeček,bus,"111,228,240,908",50.056274,14.580587
U108Z2,Dubeček,bus,329,50.055969,14.579818
U108Z2P,Dubeček,bus,"111,228,240,908",50.055969,14.579818
U1090Z1P,Letiště,bus,"100,161,191,907,910,AE",50.106087,14.271953
U1090Z3P,Schengenská,bus,"100,161,191,907,910",50.105827,14.272376
U1091Z1P,Bryksova,bus,"223,224",50.102283,14.579042
U1091Z2P,Bryksova,bus,"223,224",50.102146,14.578852
U1092Z1P,Bohdalecká,bus,"101,188",50.056618,14.473801
U1092Z2P,Bohdalecká,bus,"101,188",50.056950,14.472701
U1094Z1P,Nemocnice Na Homolce,bus,167,50.075649,14.354584
U1094Z2P,Nemocnice Na Homolce,bus,"167,168",50.075699,14.354267
U1095Z1,Podolanka,bus,375,50.156868,14.599101
U1095Z2,Podolanka,bus,375,50.156750,14.598527
U1096Z1P,V Lískách,bus,"114,138,203",50.019783,14.463800
U1097Z1,Štěpnice,bus,359,50.127953,14.367742
U1097Z1P,Štěpnice,bus,160,50.127953,14.367742
U1098Z1,Sídlištní,bus,359,50.126949,14.378256
U1098Z1P,Sídlištní,bus,160,50.126949,14.378256
U1098Z2,Sídlištní,bus,359,50.127132,14.378491
U1098Z2P,Sídlištní,bus,160,50.127132,14.378491
U1099Z1,Dolní Měcholupy,bus,"329,364,366",50.056499,14.562084
U1099Z1P,Dolní Měcholupy,bus,"111,204,229,903,908",50.056499,14.562084
U1099Z2,Dolní Měcholupy,bus,"329,364,366",50.057236,14.561684
U1099Z2P,Dolní Měcholupy,bus,"111,204,229,903,908",50.057236,14.561684
U109Z1,Důstojnické domy,bus,"302,375,376,378",50.124271,14.531975
U109Z1P,Důstojnické domy,bus,"159,185,209",50.124271,14.531975
U109Z2,Důstojnické domy,bus,"302,375,376,378",50.124702,14.532351
U109Z2P,Důstojnické domy,bus,"159,185,209",50.124702,14.532351
U10Z1,Baba II,bus,341,49.999592,14.415260
U10Z2,Baba II,bus,341,49.999565,14.414884
U11000Z1,"Chýně,Pod Horou",bus,"336,347,358",50.060432,14.235875
U11000Z2,"Chýně,Pod Horou",bus,"336,347,358",50.060459,14.235698
U11006Z1,"Chýně,V Roklích",bus,"336,347,358",50.054886,14.228843
U11006Z2,"Chýně,V Roklích",bus,"336,347,358",50.054989,14.228748
U11009Z1,"Brandýs n.L.-St.Bol.,Vestecká",bus,666,50.189873,14.709384
U11009Z2,"Brandýs n.L.-St.Bol.,Vestecká",bus,666,50.190205,14.708942
U1100Z1P,Na Šafránce,bus,"167,168",50.075500,14.347484
U1100Z2P,Na Šafránce,bus,"167,168",50.075584,14.346717
U11010Z1,"Brandýs n.L.-St.Bol.,Martinovská",bus,482,50.197617,14.647244
U11010Z2,"Brandýs n.L.-St.Bol.,Martinovská",bus,482,50.198086,14.646972
U11012Z1,"Králův Dvůr,Počaply,Obchodní centrum",bus,380,49.936268,14.023753
U11012Z2,"Králův Dvůr,Počaply,Obchodní centrum",bus,380,49.936302,14.023617
U11013Z1,"Velké Přílepy,Formanská",bus,"316,954",50.163769,14.312453
U11013Z2,"Velké Přílepy,Formanská",bus,316,50.163498,14.311986
U1101Z1P,Polesná,bus,210,50.078251,14.654918
U1102Z1P,Sídliště Čakovice,bus,"136,166,911",50.158115,14.520122
U1102Z2P,Sídliště Čakovice,bus,"136,166,911",50.157955,14.520539
U1103Z1,Sovenická,bus,302,50.137650,14.547068
U1103Z1P,Sovenická,bus,185,50.137650,14.547068
U1103Z2,Sovenická,bus,302,50.136749,14.546968
U1103Z2P,Sovenická,bus,185,50.136749,14.546968
U1104Z1,Kbelský hřbitov,bus,302,50.144287,14.546754
U1104Z1P,Kbelský hřbitov,bus,185,50.144287,14.546754
U1104Z2,Kbelský hřbitov,bus,302,50.143551,14.546700
U1104Z2P,Kbelský hřbitov,bus,185,50.143551,14.546700
U1105Z1P,Ctěnický zámek,bus,159,50.148273,14.562417
U1105Z2P,Ctěnický zámek,bus,159,50.148285,14.562216
U1105Z3P,Ctěnice,bus,159,50.145775,14.557533
U1105Z4P,Ctěnice,bus,159,50.145378,14.557004
U1107Z1P,Rousínovská,bus,159,50.145897,14.572459
U1107Z2P,Rousínovská,bus,159,50.146549,14.570317
U1108Z1P,Vinice,tram,"16,26,7,91",50.077026,14.487597
U1108Z2P,Vinice,tram,"16,19,95",50.076675,14.490484
U1108Z52P,Vinice,bus,X16,50.076675,14.489929
U110Z12P,Dvorce,bus,"118,124,196,197,901,914",50.047485,14.414395
U110Z13P,Dvorce,bus,"118,124,196,197,901,914",50.048233,14.414416
U110Z1P,Dvorce,tram,"17,20,3,92",50.047726,14.414384
U110Z2P,Dvorce,tram,"17,20,3,92",50.047184,14.413954
U110Z5P,Dvorce,bus,134,50.047138,14.415039
U110Z6P,Dvorce,bus,134,50.046898,14.414905
U110Z7P,Dvorecké náměstí,bus,"118,124,134,914",50.046509,14.415221
U110Z8P,Dvorecké náměstí,bus,"118,124,914",50.046669,14.415262
U1111Z1,Zamašská,bus,302,50.140553,14.547047
U1111Z1P,Zamašská,bus,185,50.140553,14.547047
U1111Z2,Zamašská,bus,302,50.140308,14.546760
U1111Z2P,Zamašská,bus,185,50.140308,14.546760
U1114Z1P,Velká Ohrada,bus,"142,184,225,904",50.035374,14.335876
U1114Z2P,Velká Ohrada,bus,"142,184,225,904",50.035572,14.336060
U1115Z1,Za Pavilonem,bus,329,50.060883,14.588501
U1115Z1P,Za Pavilonem,bus,"111,228,240,908",50.060883,14.588501
U1115Z2,Za Pavilonem,bus,329,50.060833,14.588219
U1115Z2P,Za Pavilonem,bus,"111,228,240,908",50.060833,14.588219
U1116Z2P,Petýrkova,bus,"177,203,911",50.030365,14.487736
U1116Z3P,Petýrkova,bus,"177,203,911",50.030727,14.487551
U111Z1P,Výhledské náměstí,bus,"147,160",50.135090,14.373318
U111Z2P,Výhledské náměstí,bus,"147,160",50.134983,14.373234
U1120Z1P,Nymburská,bus,"201,209",50.126858,14.558156
U1120Z2P,Nymburská,bus,"201,209",50.126633,14.558810
U1121Z1P,Zvonařka,tram,23,50.070686,14.434173
U1121Z2P,Zvonařka,tram,23,50.071148,14.434822
U1122Z1P,U Průhonu,tram,"1,25,34,X94",50.104923,14.450027
U1123Z1P,Zahradníčkova,bus,167,50.069553,14.335814
U1123Z2P,Zahradníčkova,bus,167,50.069492,14.336159
U1124Z1P,Červeňanského,bus,"142,184,225,904",50.039188,14.335083
U1124Z2P,Červeňanského,bus,"142,184,225,904",50.038731,14.335337
U1125Z1,Štěpařská,bus,951,50.032032,14.373484
U1125Z1P,Štěpařská,bus,"104,120,130,170,X130",50.032032,14.373484
U1125Z2,Štěpařská,bus,951,50.032516,14.373301
U1125Z2P,Štěpařská,bus,"104,120,130,170,X130",50.032516,14.373301
U1126Z1P,Záhorského,bus,"104,170",50.030285,14.370267
U1126Z2P,Záhorského,bus,"104,170",50.030445,14.371497
U1127Z1,V Remízku,bus,951,50.026146,14.368580
U1127Z1P,V Remízku,bus,"120,130,X130",50.026146,14.368580
U1128Z1P,Grussova,bus,104,50.034550,14.370461
U1128Z2P,Grussova,bus,104,50.034199,14.370960
U1129Z1P,Breitcetlova,bus,"141,171,223,224,912",50.106060,14.574916
U1129Z2P,Breitcetlova,bus,"141,171,223,224,912",50.106224,14.574136
U112Z1P,Dyrinka,bus,"131,216,907",50.107651,14.374467
U112Z2P,Dyrinka,bus,"131,216,907",50.108246,14.374950
U1130Z1P,Bucharova,bus,"149,174,902,904",50.054165,14.339211
U1130Z2P,Bucharova,bus,"149,174,902,904",50.053871,14.338841
U1131Z1P,Pod Chodovem,bus,"115,126",50.035542,14.493690
U1131Z2P,Pod Chodovem,bus,"115,126",50.035683,14.494167
U1132Z1P,Městský archiv Chodovec,bus,115,50.041077,14.495254
U1133Z1P,U Drahaně,bus,236,50.135372,14.416162
U1133Z2P,U Drahaně,bus,236,50.135433,14.415837
U1134Z1P,Bohnické údolí,bus,236,50.135723,14.412033
U1134Z2P,Bohnické údolí,bus,236,50.135616,14.412001
U1136Z1,Horoměřice,bus,"316,355,356,359,955",50.131767,14.339133
U1136Z2,Horoměřice,bus,"316,355,356,359,955",50.131119,14.340301
U1137Z1,"Horoměřice,v lipkách",bus,"316,355,356,359,955",50.135883,14.336350
U1137Z2,"Horoměřice,v lipkách",bus,"316,355,356,359,955",50.135548,14.336323
U1138Z1,"Únětice,Na Parcelách",bus,"355,359",50.148685,14.355683
U1138Z2,"Únětice,Na Parcelách",bus,"355,359",50.148617,14.355184
